30x30x2
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,01
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,01|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,00|-1,00|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,03
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,00|-1,00|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,01
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,01
00,01|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,03
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,01
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,03
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,01|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,01
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,03
00,02|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,01
00,01|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,02
00,03|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,04|-1,04|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|-1,00|00,03
00,01|00,03|00,01|00,03|00,02|00,01|00,03|00,01|00,03|00,02|00,03|00,01|00,02|00,03|-1,04|-1,04|00,02|00,01|00,02|00,03|00,01|00,02|00,03|00,01|00,03|00,02|00,01|00,02|00,01|00,03
